sku,source,category,sub_category,product_name,price,brand,item_weight,unit_count,date,item_weight_grams
zf01a4ad64b95d0921a15z,noon,grocery,"creal,oats,jams&honey",hadrami mountain sidr honey 2.25kg,4752.0,imtenan,2,1.0,2026-06-25,2250.0
zcdc7aa0a4395934a9142z,noon,grocery,"creal,oats,jams&honey",abu auf almond butter 180 gm,299.95,abu auf,180,1.0,2026-06-25,180.0
n40201455a,noon,grocery,"creal,oats,jams&honey",high protein instant blueberry oat meal 300grams,70.25,kayy,300,1.0,2026-06-25,300.0
n35958657a,noon,grocery,"creal,oats,jams&honey",oat flakes bag 500grams,73.0,dobella,500,1.0,2026-06-25,500.0
z70bb90f84a0b0d28ea5bz,noon,grocery,"creal,oats,jams&honey",clover flower honey 780 grams,217.0,el bawadi,780,1.0,2026-06-25,780.0
z5d5f1cdfbcb4ee4aac3az,noon,grocery,"creal,oats,jams&honey",crunchy pillow 250 gram,84.0,kiddo,250,1.0,2026-06-25,250.0
z0504d0d52699454df1d2z,noon,grocery,"creal,oats,jams&honey",delicia peanut butter no added sugar 300gm,136.25,hero,300,1.0,2026-06-25,300.0
n51893766a,noon,grocery,"creal,oats,jams&honey",cooking oats 450grams,88.25,abu auf,450,1.0,2026-06-25,450.0
z35b048a0427f29e56ba3z,noon,grocery,"creal,oats,jams&honey",bars 25g - 6 bars,115.0,nesquik,150,1.0,2026-06-25,150.0
n28548502a,noon,grocery,"creal,oats,jams&honey",fruit muesli 1kg,337.0,sante,1000,1.0,2026-06-25,1000.0
n52188264a,noon,grocery,"creal,oats,jams&honey",delicia crunchy peanut butter - 300grams,136.25,hero,300,1.0,2026-06-25,300.0
n34912219a,noon,grocery,"creal,oats,jams&honey",chocolate puffs with oats 375grams,104.0,lino,375,1.0,2026-06-25,375.0
zb1ebb9f63ce069d383cez,noon,grocery,"creal,oats,jams&honey",maxtella chocolate hazelnut spread - 900 gm,157.5,maxtella,900,1.0,2026-06-25,900.0
n52490737a,noon,grocery,"creal,oats,jams&honey",pure black seed honey - 450grams,158.75,isis,450,1.0,2026-06-25,450.0
z6dd80919207a0f22ff46z,noon,grocery,"creal,oats,jams&honey",date spread with hazelnut 230g,140.75,imtenan,230,1.0,2026-06-25,230.0
z1265d3e3f576f578f874z,noon,grocery,"creal,oats,jams&honey",keto double chocolate bar 60 grams,100.0,healthy & tasty,60,1.0,2026-06-25,60.0
n28907202a,noon,grocery,"creal,oats,jams&honey",jumbo oats can 500grams,123.0,lino,500,1.0,2026-06-25,500.0
n29762167a,noon,grocery,"creal,oats,jams&honey",delicia peanut butter creamy - 300grams,136.25,hero,300,1.0,2026-06-25,300.0
z53ae791d18fc1effe59ez,noon,grocery,"creal,oats,jams&honey",guilt free chocolate spread high protein-370g,350.0,organic nation,370,1.0,2026-06-25,370.0
n30344946a,noon,grocery,"creal,oats,jams&honey",advanced protein bar - coconut and honey 70grams,45.0,asn,70,1.0,2026-06-25,70.0
z781877cea9c5326c150dz,noon,grocery,"creal,oats,jams&honey",blackstrap molasses 800g,71.0,shana,800,1.0,2026-06-25,800.0
zdb0a4a2b5b2dbffddd6bz,noon,grocery,"creal,oats,jams&honey",natural peanut butter with honey — 350 g,126.0,asmacup,350,1.0,2026-06-25,350.0
zd766ceb962eb20be569bz,noon,grocery,"creal,oats,jams&honey",protein flex caramel loops 250g,76.0,real,250,1.0,2026-06-25,250.0
n28675993a,noon,grocery,"creal,oats,jams&honey",peanut butter crunchy - 300grams,98.25,class,300,1.0,2026-06-25,300.0
ze6568f9c9eeb2c485a41z,noon,grocery,"creal,oats,jams&honey",egyptian mountain sidr honey 500 grams,538.5,imtenan,500,1.0,2026-06-25,500.0
zdba75e2f0d2782f53a15z,noon,grocery,"creal,oats,jams&honey",nutella original hazelnut & cocoa spread – 1000g,1200.0,nutella,1000,1.0,2026-06-25,1000.0
z60340007ec39dc70bc45z,noon,grocery,"creal,oats,jams&honey",biscuit spread cream 200 gm,81.0,asmacup,200,1.0,2026-06-25,200.0
z2a46994361caecbf0840z,noon,grocery,"creal,oats,jams&honey",arkan vanilla flavored halawa – sweet sesame tahini confectionery – traditional middle eastern dessert – 300g,110.0,arkan,300,1.0,2026-06-25,300.0
n28940007a,noon,grocery,"creal,oats,jams&honey",strawberry fruit jam 284grams,310.0,st.dalfour,284,1.0,2026-06-25,284.0
z608e0bf2ad0e16783b7dz,noon,grocery,"creal,oats,jams&honey",plain date spread 230g,92.5,imtenan,230,1.0,2026-06-25,230.0
n48663602a,noon,grocery,"creal,oats,jams&honey",breakfast cereals with oats 500grams,95.0,lino,500,1.0,2026-06-25,500.0
z5c1caa79693645379f4az,noon,grocery,"creal,oats,jams&honey",tahina 115g + black honey 335 grams,65.25,el bawadi,350,1.0,2026-06-25,350.0
n38731566a,noon,grocery,"creal,oats,jams&honey",chestnut 370grams,293.0,bonne maman,370,1.0,2026-06-25,370.0
zd1b3a6318f79d4ff8ee9z,noon,grocery,"creal,oats,jams&honey",apricot creamy jam- 350 gram,40.0,el bawadi,365,1.0,2026-06-25,365.0
z225ca5cd6423415b34afz,noon,grocery,"creal,oats,jams&honey",arkan chocolate halawa 300g – premium egyptian sesame sweet with chocolate swirls | traditional halva dessert,99.99,arkan,300,1.0,2026-06-25,300.0
z89d8e02bc3947a4d2f4cz,noon,grocery,"creal,oats,jams&honey",citrus honey 1kg,344.0,imtenan,1000,1.0,2026-06-25,1000.0
n29595078a,noon,grocery,"creal,oats,jams&honey",vitrac strawberry jam 230grams,35.0,vitrac,230,1.0,2026-06-25,230.0
n28852319a,noon,grocery,"creal,oats,jams&honey",muesli choclate and hazelunt 375grams,157.0,lino,375,1.0,2026-06-25,375.0
z4bcf2c8b9bb7684d8f8dz,noon,grocery,"creal,oats,jams&honey",chocolate peanut butter 375g,340.0,healthy & tasty,375,1.0,2026-06-25,375.0
zf8ab106daa2f7f26e9a8z,noon,grocery,"creal,oats,jams&honey",wildflower honey 1kg,332.0,imtenan,1000,1.0,2026-06-25,1000.0
z19e93885f59f34985277z,noon,grocery,"creal,oats,jams&honey",honey nuts 350grams,321.0,imtenan,350,1.0,2026-06-25,350.0
z3b81bff10b097bc8aa4cz,noon,grocery,"creal,oats,jams&honey",clover honey 1kg,315.0,imtenan,1000,1.0,2026-06-25,1000.0
zf1b4db1d58be548c2f0cz,noon,grocery,"creal,oats,jams&honey","greenuts pistachio matcha granola 300g – crunchy oats with japanese matcha & roasted pistachios, high fiber natural breakfast cereal",229.0,greenuts,300,1.0,2026-06-25,300.0
zd4ebf3be2df8814a069az,noon,grocery,"creal,oats,jams&honey",fruit preserve strawberry jam glass jar 700 grams,79.25,halwani bros,750,1.0,2026-06-25,750.0
z3877a6798c29c6fd5e82z,noon,grocery,"creal,oats,jams&honey","mix chocolate & cream spread — 350 g | double flavor cocoa & vanilla swirl | smooth texture, rich taste, no palm oil",126.0,asmacup,350,1.0,2026-06-25,350.0
n44807100a,noon,grocery,"creal,oats,jams&honey",raspberry jam mini jar - 28.3grams,18.0,hero,28,1.0,2026-06-25,28.3
n48663851a,noon,grocery,"creal,oats,jams&honey",four fruits jam spread 284grams,310.0,st.dalfour,284,1.0,2026-06-25,284.0
n48663850a,noon,grocery,"creal,oats,jams&honey",blackberry jam spread 284grams,310.0,st.dalfour,284,1.0,2026-06-25,284.0
ze3e72499d682525398bfz,noon,grocery,"creal,oats,jams&honey",apricot jam 190 grams,28.25,el bawadi,190,1.0,2026-06-25,190.0
n27747732a,noon,grocery,"creal,oats,jams&honey",corn flakes 250grams,103.0,sante,250,1.0,2026-06-25,250.0
z2eab4ef9e583be0a8478z,noon,grocery,"creal,oats,jams&honey",nutella hazelnut spread with cocoa 350g,321.0,nutella,180,1.0,2026-06-25,180.0
z93e5e82262505bf633f0z,noon,grocery,"creal,oats,jams&honey",secrets protein bar-70g-blueberry cheese cake,75.0,organic nation,70,1.0,2026-06-25,70.0
zae98c63d39de642433b8z,noon,grocery,"creal,oats,jams&honey",pistachio butter 210g,440.0,healthy & tasty,210,1.0,2026-06-25,210.0
z04b266c5e855be121913z,noon,grocery,"creal,oats,jams&honey",strawberry pillow 250 gram,84.0,kiddo,250,1.0,2026-06-25,250.0
z927579c8e3abee29d113z,noon,grocery,"creal,oats,jams&honey",nuts bar salted pretzel & almond nut 40 grams,46.0,abu auf,40,1.0,2026-06-25,40.0
z300a1f0347fbfbce998cz,noon,grocery,"creal,oats,jams&honey",date spread with cinnamon 230g,106.25,abu auf,230,1.0,2026-06-25,230.0
z0d8780dc047caf9eb807z,noon,grocery,"creal,oats,jams&honey",saegh black honey 1200 gm,102.0,saegh,1,1.0,2026-06-25,1200.0
z3161402008dd5b848d57z,noon,grocery,"creal,oats,jams&honey",choco puffs 250 grams,61.0,tolo,250,1.0,2026-06-25,250.0
z7a1301e80fcbd731cfd8z,noon,grocery,"creal,oats,jams&honey",ginger honey 350 grams - 100% natural from uni smart group,110.0,uni smart group,350,1.0,2026-06-25,350.0
n42554195a,noon,grocery,"creal,oats,jams&honey",natural honey- 225grams,72.0,hero,225,1.0,2026-06-25,225.0
n33801898a,noon,grocery,"creal,oats,jams&honey",black seed honey 400grams,140.0,organic nation,400,1.0,2026-06-25,400.0
z57b46f3a67f08ed1b903z,noon,grocery,"creal,oats,jams&honey",creamy peanut butter 360g,142.0,shana,360,1.0,2026-06-25,360.0
z2a5563836b42fde39755z,noon,grocery,"creal,oats,jams&honey",honey clover-400g,140.0,organic nation,400,1.0,2026-06-25,400.0
za9b3c40b9462b6ac3af0z,noon,grocery,"creal,oats,jams&honey",yummies caramel with coffee spread 300g,75.0,el bawadi,300,1.0,2026-06-25,300.0
n28548493a,noon,grocery,"creal,oats,jams&honey",crunchy nuts & almond bar 40grams,26.0,sante,40,1.0,2026-06-25,40.0
n29012954a,noon,grocery,"creal,oats,jams&honey",clover honey 750grams,196.0,al shifa,750,1.0,2026-06-25,750.0
z96387ade9e475811b05dz,noon,grocery,"creal,oats,jams&honey",nawara honey 980 grams - 100% natural from uni smart group,200.0,uni smart group,980,1.0,2026-06-25,980.0
zeb59a17295f29e4721c2z,noon,grocery,"creal,oats,jams&honey",quick cooking oats set - 300 gram,75.25,lino,300,1.0,2026-06-25,300.0
n25262586a,noon,grocery,"creal,oats,jams&honey",jam with strawberry flavor - light - 320grams,81.0,hero,320,1.0,2026-06-25,320.0
za6189e51d31876991243z,noon,grocery,"creal,oats,jams&honey",ferrero nutella chocolate 600 gm,499.95,nutella,600,1.0,2026-06-25,600.0
n29598752a,noon,grocery,"creal,oats,jams&honey",strawberry jam 340grams,160.0,prima frutta,340,1.0,2026-06-25,340.0
n42307145a,noon,grocery,"creal,oats,jams&honey",halawa spread 285grams,71.25,el bawadi,285,1.0,2026-06-25,285.0
n28907195a,noon,grocery,"creal,oats,jams&honey",honey rings with oats 250grams,75.25,lino,250,1.0,2026-06-25,250.0
z68cf8b04ad481192fe2bz,noon,grocery,"creal,oats,jams&honey",tahini halva 250g,150.0,healthy & tasty,250,1.0,2026-06-25,250.0
z5775d2e62ab16614b101z,noon,grocery,"creal,oats,jams&honey",nawara honey 344 grams - 100% natural from uni smart group,60.0,uni smart group,344,1.0,2026-06-25,344.0
n28852323a,noon,grocery,"creal,oats,jams&honey",cornflakes chocolate puffs 250grams,82.25,lino,250,1.0,2026-06-25,250.0
zadb356e5ade6375c7589z,noon,grocery,"creal,oats,jams&honey",fig jam 350 grams,43.0,el bawadi,350,1.0,2026-06-25,350.0
zc85b6e60e0c8fc0ef251z,noon,grocery,"creal,oats,jams&honey",summer flowers honey 850 gm,250.0,zary,850,1.0,2026-06-25,850.0
n28548503a,noon,grocery,"creal,oats,jams&honey",oat flakes 500grams,91.0,sante,500,1.0,2026-06-25,500.0
zb6757e682251979b1515z,noon,grocery,"creal,oats,jams&honey","el mordjene hazelnut cream spread – 700g jar – smooth & creamy chocolate hazelnut spread for bread, toast, desserts, baking & sweet snacks",899.0,el mordjene,700,1.0,2026-06-25,700.0
zf7aa1902b66599ec375cz,noon,grocery,"creal,oats,jams&honey",honey with beeswax 500g,155.0,haj arafa,500,1.0,2026-06-25,500.0
z8b3ef8b7745c02e46c22z,noon,grocery,"creal,oats,jams&honey",al maeda honey blend – honey substitute 800 g + 800 g,169.0,saegh,1,1.0,2026-06-25,1600.0
z587c01396c25b3b2a9acz,noon,grocery,"creal,oats,jams&honey","al-jabli russian white creamed honey (manila blossom) – smooth texture & sweet taste, natural sugar alternative – 250 g",550.0,algable,250,1.0,2026-06-25,250.0
zd9d0a6ca7b496da78385z,noon,grocery,"creal,oats,jams&honey",blackseed honey hexagonal 250grams,93.5,imtenan,250,1.0,2026-06-25,250.0
z2fbe6b9d42d3ff025869z,noon,grocery,"creal,oats,jams&honey",thistle honey hexagonal 450grams,163.0,imtenan,450,1.0,2026-06-25,450.0
z04c063af7520c2dca56bz,noon,grocery,"creal,oats,jams&honey","italian choco cream – smooth & rich chocolate spread | pack of 12 | perfect for bread, pastries & desserts",273.75,socado,12,1.0,2026-06-25,12.0
z6549fffc3083e464a24az,noon,grocery,"creal,oats,jams&honey",sokradorf healthy roasted almond butter – zero added sugar – natural almond spread – 300g,450.0,sokradorf,300,1.0,2026-06-25,300.0
n28548439a,noon,grocery,"creal,oats,jams&honey",choco pops 250grams,55.0,cornexi,250,1.0,2026-06-25,250.0
zd14f1ea662667e2d59f3z,noon,grocery,"creal,oats,jams&honey",chococremo 250 gram,77.0,kiddo,250,1.0,2026-06-25,250.0
n27747763a,noon,grocery,"creal,oats,jams&honey",crispy bar granola chocolate & oats 40grams,32.0,sante,40,1.0,2026-06-25,40.0
n30856912a,noon,grocery,"creal,oats,jams&honey",apricot jam 360grams,36.0,add-me,360,1.0,2026-06-25,360.0
n28907189a,noon,grocery,"creal,oats,jams&honey",creamy peanut butter 340grams,153.0,lino,340,1.0,2026-06-25,340.0
n29762006a,noon,grocery,"creal,oats,jams&honey",vitrac strawberry jam - 430grams,58.75,vitrac,430,1.0,2026-06-25,430.0
z014b432297c03b0e2e51z,noon,grocery,"creal,oats,jams&honey",citrus blossom honey- 125 grams,63.0,royal,125,1.0,2026-06-25,125.0
n29779382a,noon,grocery,"creal,oats,jams&honey",blueberry jam 340grams,185.0,prima frutta,340,1.0,2026-06-25,340.0
zd21b7e90ed2b0f1bf719z,noon,grocery,"creal,oats,jams&honey",sesame halawa with pistachio 530 grams,208.0,halwani bros,530,1.0,2026-06-25,530.0
zcc6b577c6f820f638f8fz,noon,grocery,"creal,oats,jams&honey",hazelnut and cocoa cream spreads 300- 315 gram,115.0,boboo,315,1.0,2026-06-25,315.0
n49538578a,noon,grocery,"creal,oats,jams&honey",peanut butter crunchy diet m 340grams,98.0,dobella,340,1.0,2026-06-25,340.0
zfaa6afe1ad53f6bdc1a4z,noon,grocery,"creal,oats,jams&honey",halawah spread keto - diet - zero sugar - 350 gram,425.0,keto rockets,350,1.0,2026-06-25,350.0
z5f1f72f8a87a1268a9c1z,noon,grocery,"creal,oats,jams&honey",honey with nuts 500 grams - 100% natural from uni smart group,200.0,uni smart group,500,1.0,2026-06-25,500.0
z6c823f146eaa49e0bb62z,noon,grocery,"creal,oats,jams&honey",instant white oats 500 gm,77.0,zary,500,1.0,2026-06-25,500.0
z390cefb240d8712b887fz,noon,grocery,"creal,oats,jams&honey",marjoram natural honey - 450 grams,138.0,royal,450,1.0,2026-06-25,450.0
zc314ed96277b6ac2ba49z,noon,grocery,"creal,oats,jams&honey",marjoram natural honey - 450 grams,138.0,royal,450,1.0,2026-06-25,450.0
n52103813a,noon,grocery,"creal,oats,jams&honey",walnuts honey 250grams,154.0,isis,250,1.0,2026-06-25,250.0
n29595073a,noon,grocery,"creal,oats,jams&honey",apricot light jam 220grams,44.25,vitrac,220,1.0,2026-06-25,220.0
zbbdaf9a2445009052febz,noon,grocery,"creal,oats,jams&honey",clover flower honey 420 grams,108.25,el bawadi,420,1.0,2026-06-25,420.0
z5eae413ff2dc89648a78z,noon,grocery,"creal,oats,jams&honey",marjoram natural honey - 125 grams,50.0,royal,125,1.0,2026-06-25,125.0
z05bb8585a06c4c39fbbcz,noon,grocery,"creal,oats,jams&honey",choco flakes 250 gram,63.0,kiddo,250,1.0,2026-06-25,250.0
z1bd86ccfb33e2f6292e6z,noon,grocery,"creal,oats,jams&honey","egyptian royal clover honey, 100% natural bee honey - 450g",139.99,egyptian royal honey,450,1.0,2026-06-25,450.0
n30328249a,noon,grocery,"creal,oats,jams&honey",peanut butter soft 300grams,99.0,class a,300,1.0,2026-06-25,300.0
n27747729a,noon,grocery,"creal,oats,jams&honey",crunchy plum chocolate bar 40grams,28.0,sante,40,1.0,2026-06-25,40.0
zfe2632aaff15a4ef663bz,noon,grocery,"creal,oats,jams&honey",corn flakes with chocolate 250g,65.75,haj arafa,320,1.0,2026-06-25,480.82792874896444
zde70b05f95fd1cc7e99dz,noon,grocery,"creal,oats,jams&honey",100% healthy corn flakes 250g,65.75,haj arafa,320,1.0,2026-06-25,480.82792874896444
zf77c0ad2f4278187555fz,noon,grocery,"creal,oats,jams&honey",strawberry zero sugar jam 300 grams,198.0,florentine foods,300,1.0,2026-06-25,300.0
zc802f59b84a0c4fd32baz,noon,grocery,"creal,oats,jams&honey",peanut butter 375g,300.0,healthy & tasty,375,1.0,2026-06-25,375.0
n52087646a,noon,grocery,"creal,oats,jams&honey",honey pure +free honey pure 750+250grams,270.25,isis,100,1.0,2026-06-25,100.0
zf0ec57fbb2013037a24dz,noon,grocery,"creal,oats,jams&honey",squeeze citrus blossom honey 450grams,138.0,imtenan,450,1.0,2026-06-25,450.0
z6a7f08f668705f929df5z,noon,grocery,"creal,oats,jams&honey",creamy peanut butter - 340 grams,162.0,ruparel's,340,1.0,2026-06-25,340.0
z1b3232449080167f5776z,noon,grocery,"creal,oats,jams&honey",peanut butter with honey -350g,120.0,organic nation,350,1.0,2026-06-25,350.0
n27747730a,noon,grocery,"creal,oats,jams&honey",crunchy cranberry & raspberry muesli bar 40grams,38.0,sante,40,1.0,2026-06-25,40.0
z708a0142cc3d053d705fz,noon,grocery,"creal,oats,jams&honey",hazelnut milk chocolate spread 320g,194.0,haj arafa,320,1.0,2026-06-25,480.82792874896444
ze0b95fc4f2337246f2ecz,noon,grocery,"creal,oats,jams&honey","b.laban spread cream hazelnut chocolate ,80gm pack of 2",108.0,b.laban,160,1.0,2026-06-25,160.0
z1856e9003057b2fe7494z,noon,grocery,"creal,oats,jams&honey",curcumin honey 350 grams - 100% natural from uni smart group,110.0,uni smart group,350,1.0,2026-06-25,350.0
zdca9e83a99ef2a61d19ez,noon,grocery,"creal,oats,jams&honey",crunchy peanut butter 340g,148.5,ruparel's,340,1.0,2026-06-25,340.0
zd5e785018be5adcda9bcz,noon,grocery,"creal,oats,jams&honey","chocolate spread from x spread with natural hazelnut pieces, 850 g",170.0,mozn,850,1.0,2026-06-25,850.0
z0b0deb17d996c9eeff4fz,noon,grocery,"creal,oats,jams&honey",gotella dark chocolate spread 425 gm,225.0,gotella chocolate,425,1.0,2026-06-25,425.0
n51029376a,noon,grocery,"creal,oats,jams&honey",high protein oats with pumpkin spice latte 300grams,86.0,kayy,300,1.0,2026-06-25,300.0
z1a1ae525f6d0937a997bz,noon,grocery,"creal,oats,jams&honey",mariam honey - 15 sachets x 15 grams - from uni smart group,350.0,uni smart group,15,1.0,2026-06-25,15.0
n33801899a,noon,grocery,"creal,oats,jams&honey",citrus honey 400grams,140.0,organic nation,400,1.0,2026-06-25,400.0
ze29265be959bfac84a66z,noon,grocery,"creal,oats,jams&honey",nuts bar cocoa & hazelnut 40 grams,63.0,abu auf,40,1.0,2026-06-25,40.0
z49a1eb88c0682e02abd9z,noon,grocery,"creal,oats,jams&honey",rotus caramel and cinnamon biscuit topping sauce - 350g,99.99,rotus,350,1.0,2026-06-25,350.0
z949ebf1fc49cf7eeef25z,noon,grocery,"creal,oats,jams&honey",super immune honey chocolate falvor 380grams,178.0,imtenan,380,1.0,2026-06-25,380.0
ze09d101de46bc0a5a403z,noon,grocery,"creal,oats,jams&honey","imtenan super immune honey with vanilla for immune support, 380g",251.0,imtenan,380,1.0,2026-06-25,380.0
ze81dfc6c7e97ad64f005z,noon,grocery,"creal,oats,jams&honey",nawara al clover honey 750 g - 100% natural from uni smart group,150.0,uni smart group,750,1.0,2026-06-25,750.0
z6dbe11659e1a74ba43d1z,noon,grocery,"creal,oats,jams&honey",kunafa crunchy halva spread 300g,75.0,el bawadi,300,1.0,2026-06-25,300.0
n15224305a,noon,grocery,"creal,oats,jams&honey",jam with blueberry flavor - 350grams,107.0,hero,350,1.0,2026-06-25,350.0
zdacf5e5a566c4c71c543z,noon,grocery,"creal,oats,jams&honey",kashmiri mountain sidr honey 180grams,406.0,imtenan,180,1.0,2026-06-25,180.0
n13421849a,noon,grocery,"creal,oats,jams&honey",caramel and chocolate breakfast cereal 400grams,148.0,nestle,400,1.0,2026-06-25,400.0
n39272816a,noon,grocery,"creal,oats,jams&honey",crispy granola nuts 350grams,267.75,abu auf,350,1.0,2026-06-25,350.0
n35958662a,noon,grocery,"creal,oats,jams&honey",oats quick cooking 500grams,72.0,mega foods,500,1.0,2026-06-25,500.0
z5313fd71e0f916098976z,noon,grocery,"creal,oats,jams&honey",abu auf peanut butter with chocolate 330 gm,199.75,abu auf,330,1.0,2026-06-25,330.0
n52490741a,noon,grocery,"creal,oats,jams&honey",wax honey 250 gm 250grams,105.75,isis,250,1.0,2026-06-25,250.0
z613b56747548fdbad3e8z,noon,grocery,"creal,oats,jams&honey",chewy bar with peanut butter & chocolate chipflavor - 144 gram pack of 8,81.0,lino,1,1.0,2026-06-25,1152.0
n27682640a,noon,grocery,"creal,oats,jams&honey",jam with forest berry flavor- light- 320grams,136.25,hero,320,1.0,2026-06-25,320.0
z2802e012377f7f84ee01z,noon,grocery,"creal,oats,jams&honey",blackseed honey hexagonal 450grams,194.0,imtenan,450,1.0,2026-06-25,450.0
z232e04eecf1d71fe0550z,noon,grocery,"creal,oats,jams&honey",strawberry jam 350 grams,38.25,al bawadi,350,1.0,2026-06-25,350.0
za83f170a908facfbdb61z,noon,grocery,"creal,oats,jams&honey",white chocolate squeeze 480 gm squeeze bottle,126.0,asmacup,480,1.0,2026-06-25,480.0
z8b35bbbbfb3853afd847z,noon,grocery,"creal,oats,jams&honey",date spread with coconut 230g,119.0,abu auf,230,1.0,2026-06-25,230.0
z795bcd78e06015767242z,noon,grocery,"creal,oats,jams&honey",clover flower honey 225 grams,57.25,el bawadi,225,1.0,2026-06-25,225.0
n43878351a,noon,grocery,"creal,oats,jams&honey",marjoram honey 400grams,160.0,organic nation,400,1.0,2026-06-25,400.0
za6bc5e9956a35bdb010az,noon,grocery,"creal,oats,jams&honey",mix strawberry & cream spread — 350 g,99.0,asmacup,350,1.0,2026-06-25,350.0
ze64bd5ca00592301bf76z,noon,grocery,"creal,oats,jams&honey",pistachio premium sauce 225 gm,159.3,asmacup,225,1.0,2026-06-25,225.0
n40074715a,noon,grocery,"creal,oats,jams&honey",natural sweetener molasses 180grams,19.0,el bawadi,180,1.0,2026-06-25,180.0
n52834422a,noon,grocery,"creal,oats,jams&honey",bitter orange marmalade jam mini jar - 28.3grams single,15.0,hero,28,1.0,2026-06-25,28.3
n29779468a,noon,grocery,"creal,oats,jams&honey",vitrac mango jam - 430grams,55.0,vitrac,430,1.0,2026-06-25,430.0
z196d6b067d87d76ebaadz,noon,grocery,"creal,oats,jams&honey",honey with nigella sativa extract 180grams,93.5,imtenan,180,1.0,2026-06-25,180.0
zb0c1004feed69fe879cez,noon,grocery,"creal,oats,jams&honey",fruit preserve light diet orange jam glass jar 340g,70.0,halwani bros,340,1.0,2026-06-25,340.0
n27682641a,noon,grocery,"creal,oats,jams&honey",hero jam with raspberry flavor- light - 320grams,120.0,hero,320,1.0,2026-06-25,320.0
z5bb8c97b1ad937178efcz,noon,grocery,"creal,oats,jams&honey",fig creamy jam- 350 gram,37.0,el bawadi,365,1.0,2026-06-25,365.0
n29594932a,noon,grocery,"creal,oats,jams&honey",fig creamy jam- 350 gram,37.0,el bawadi,365,1.0,2026-06-25,365.0
zfb18df5d827e44f206b4z,noon,grocery,"creal,oats,jams&honey","socradorf chocolate sesame cream spread 300g no white sugar, no hydrogenated oils",300.0,sokradorf,320,1.0,2026-06-25,480.82792874896444
n44807098a,noon,grocery,"creal,oats,jams&honey",honey mini jar - 28.3grams,19.0,hero,28,1.0,2026-06-25,28.3
z8a35ff76f33228ff157ez,noon,grocery,"creal,oats,jams&honey",granola bar choclate and hazelnut,43.0,lino,40,1.0,2026-06-25,40.0
z1ec67ef950bd8c09e195z,noon,grocery,"creal,oats,jams&honey",citrus blossom honey 2 kg,428.0,shana nature house,2,1.0,2026-06-25,2000.0
zf7e9cdcfb65f90a82d69z,noon,grocery,"creal,oats,jams&honey",protein bar cocoa 70 grams,56.0,imtenan,70,1.0,2026-06-25,70.0
zd97bf534f9a9b8957e9dz,noon,grocery,"creal,oats,jams&honey",raffaello chocolate spread 900 gm,198.0,asmacup,900,1.0,2026-06-25,900.0
zbcb52c38f865db5c1c22z,noon,grocery,"creal,oats,jams&honey",cereal bar with blue berry flavor - 168 gram,97.0,lino,2,1.0,2026-06-25,2352.0
zda6625b6071be8f2500az,noon,grocery,"creal,oats,jams&honey",apricot jam 650 grams,63.25,el bawadi,650,1.0,2026-06-25,650.0
n34912220a,noon,grocery,"creal,oats,jams&honey",honey rings with oats 375grams,104.0,lino,375,1.0,2026-06-25,375.0
n29762539a,noon,grocery,"creal,oats,jams&honey",vitrac blueberry jam - 430grams,73.0,vitrac,430,1.0,2026-06-25,430.0
n15224494a,noon,grocery,"creal,oats,jams&honey",hero jam with apricot flavor- light - 320grams,98.75,hero,320,1.0,2026-06-25,320.0
z66ec7b1c436b90b1bbecz,noon,grocery,"creal,oats,jams&honey",guilt free cashew spread -200g-cookies n'cream,250.0,organic nation,200,1.0,2026-06-25,200.0
z5c34a41b942aafb7265fz,noon,grocery,"creal,oats,jams&honey",800g clover blossom honey + luxury thermal mug,200.0,saegh,320,1.0,2026-06-25,480.82792874896444
z5f4efeeb7eef55caf8d2z,noon,grocery,"creal,oats,jams&honey",chocolate spread halawa 150 grams,40.25,el bawadi,150,1.0,2026-06-25,150.0
z1becb4ab3b6e7f3b16b9z,noon,grocery,"creal,oats,jams&honey",bar oatmeal protein cookies 70g,54.0,lino,70,1.0,2026-06-25,70.0
zb89d80c10d8f6924b117z,noon,grocery,"creal,oats,jams&honey",saegh natural beeswax 450 g,130.0,saegh,450,1.0,2026-06-25,450.0
n44900123a,noon,grocery,"creal,oats,jams&honey",50% apricot jam 340grams,160.0,menz&gasser,340,1.0,2026-06-25,340.0
zae4b8afe3598b7b31748z,noon,grocery,"creal,oats,jams&honey",sesame halawa with almonds 250gm,69.0,halwani bros,250,1.0,2026-06-25,250.0
zdd36f7f27643ef4986fez,noon,grocery,"creal,oats,jams&honey",kashmiri mountain sidr honey 2.2kg,3302.0,imtenan,2,1.0,2026-06-25,2200.0
n42868129a,noon,grocery,"creal,oats,jams&honey",go on protein 50grams,105.0,sante,50,1.0,2026-06-25,50.0
z511e51177dbf20fc9f62z,noon,grocery,"creal,oats,jams&honey",chocolate spread keto- diet- zero sugar - healthy - 350 gram,435.0,keto rockets,350,1.0,2026-06-25,350.0
z171de4231ff42b7af25ez,noon,grocery,"creal,oats,jams&honey",kids blend – natural honey immunity booster for kids (500g),295.0,kids blend,500,1.0,2026-06-25,500.0
zf589d83e5a75214bba76z,noon,grocery,"creal,oats,jams&honey",strawberry creamy jam- 350gram,36.5,el bawadi,365,1.0,2026-06-25,365.0
